Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,,,,,,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: year=2011-2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACILITY,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY,COUNTY,STATE,ZIP CODE,PARENT COMPANIES,SUBPARTS,"TOTAL REPORTED EMISSIONS, 2011","TOTAL REPORTED EMISSIONS, 2012","TOTAL REPORTED EMISSIONS, 2013","TOTAL REPORTED EMISSIONS, 2014","TOTAL REPORTED EMISSIONS, 2015","TOTAL REPORTED EMISSIONS, 2016","TOTAL REPORTED EMISSIONS, 2017","TOTAL REPORTED EMISSIONS, 2018","TOTAL REPORTED EMISSIONS, 2019","TOTAL REPORTED EMISSIONS, 2020","TOTAL REPORTED EMISSIONS, 2021","TOTAL REPORTED EMISSIONS, 2022","TOTAL REPORTED EMISSIONS, 2023",CHANGE IN EMISSIONS (2022 TO 2023),CHANGE IN EMISSIONS (2011 TO 2023),SECTORS,
Union Parish Sanitary Landfill,1004298,120 Landfill Road,32.81393,-92.40517,Farmerville,UNION PARISH,LA,71241,UNION PARISH POLICE JURY (100%),HH,"55,325","56,858","58,406","49,843","44,048","62,255","63,762","65,101","66,322","67,614","112,998","114,754","117,415","2,660","62,090",Waste,
Union Power Station,1000800,6434 CALION HWY,33.2961,-92.5933,EL DORADO,Union,AR,71730,ENTERGY CORP (100%),D,"2,920,953","3,906,738","2,553,287","2,530,494","3,497,661","3,642,037","3,422,048","3,634,876","4,299,749","3,785,960","4,384,938","5,018,623","5,260,039","241,416","2,339,086",Power Plants,
Union Power Station Switchyard,1003760,6434 CALION HIGHWAY,33.302653,-92.587913,EL DORADO,UNION COUNTY,AR,71730,Entegra Power Group (100%);,,527,244,698,923,0,0,0,0,0,0,0,0,0,0,0,Other,
Uniontown,1002617,1525 Connelsville Road,39.93126,-79.66757,Lemont Furnace,FAYETTE COUNTY,PA,15456,Enbridge (US) Inc (100%),"C,W","38,307","7,290","2,924","5,585",0,0,"26,615","29,504","28,148","7,808","16,764","22,242","23,467","1,225","14,840",Petroleum and Natural Gas Systems,
Unionville Storage Compressor Station,1003600,452 Golf Course Road,32.67866,-92.601136,Dubach,LINCOLN PARISH,LA,71235,ENERGY TRANSFER LP (100%),"C,W","53,068","42,760","52,192","40,321","30,879","26,853","23,821","27,827","22,653","28,876","19,471","25,359","33,348","7,990","19,720",Petroleum and Natural Gas Systems,
Unit Petroleum 145 Chautauqua Platform Basin,1008244,7130 S Lewis Ave Suite 1000,36.05967,-95.95785,Tulsa,TULSA,OK,74136,UNIT CORP (100%),,"38,793","33,409","22,016","11,539","10,975","2,756",0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Unit Petroleum 166 Golf Coast,1008242,"15 West 6th St., Ste. 2200",36.05967,-95.95785,Tulsa,,OK,74119,UNIT CORP (100%),,"62,853","52,584","39,908","49,615","58,775",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Unit Petroleum 285 Permian Basin,1009339,7130 S Lewis Ave Suite 1000,36.05967,-95.95785,Tulsa,TULSA COUNTY,OK,74136,UNIT CORP (100%),,"31,520","35,920","28,119","13,452","25,898","23,456","6,758","10,329","3,285",0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Unit Petroleum 377 Arkoma Basin,1009340,7130 S Lewis Ave Suite 1000,36.05967,-95.95785,Tulsa,TULSA COUNTY,OK,74136,UNIT CORP (100%),,"37,295","60,936","34,982","32,218","46,027","12,710","13,920","11,851",0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Unit Petroleum 783 Anadarko Basin,1008241,8200 S Unit Drive,36.05967,-95.95785,Tulsa,,OK,74132,UNIT CORP (100%),W,"189,368","404,718","272,780","201,961","269,636","258,626","276,563","294,944","299,301","255,599","241,881","234,570","128,333","106,237","61,035",Petroleum and Natural Gas Systems,
"United Airlines, Inc.",1002869,800 S. Airport Blvd - SFOMP/Bldg 49,37.623908,-122.381592,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94128,UNITED CONTINENTAL HOLDINGS INC (100%),C,"115,597","34,065","29,420","26,386","25,596","25,715","27,008","25,330","28,328","26,884","26,077","26,212","27,079",866,"88,518",Other,
United Refining Company,1007008,15 Bradley Street,41.8359,-79.1374,Warren,WARREN COUNTY,PA,16365,RED APPLE GROUP INC (100%),"C,P,Y","527,633","519,211","498,037","475,601","538,033","584,313","621,706","599,152","633,067","632,135","640,586","592,082","625,206","33,124","97,572","Refineries, Chemicals",
United States Army Garrison,1013188,Route 15N,40.91717572,-74.58055801,Picatinny Arsenal,,NJ,7806,US GOVERNMENT (%),C,0,0,0,0,0,0,0,0,0,0,0,"28,221","21,669","6,553",0,Other,
United States Department of Energy,1001888,2000 East 95th Street,38.959019,-94.576569,Kansas City,JACKSON,MO,64131,US GOVERNMENT (%),,"24,171","22,675","23,317","18,624","9,330",0,0,0,0,0,0,0,0,0,0,Other,
United States Gypsum,1013491,10090 W Jefferson Ave,42.28033,-83.12917,River Rouge,WAYNE COUNTY,MI,48218,US GYPSUM (100%),,0,0,0,0,0,0,0,"2,067","2,757","3,212",0,0,0,0,0,Minerals,
United States Gypsum Company of Sweetwater,1006965,1 USG Road,32.4918,-100.36169,SWEETWATER,NOLAN COUNTY,TX,79556,USG CORP (100%),C,"45,300","50,573","51,461","54,339","51,451","65,541","60,077","67,440","60,300","68,798","71,687","78,383","81,738","3,355","36,438",Minerals,
"United States Pipe and Foundry Company, LLC",1006015,2023 SAINT LOUIS AVENUE,33.41702,-86.97085,BESSEMER,JEFFERSON COUNTY,AL,35020,QUIKRETE (100%),C,"156,557","146,878","133,359","143,909","152,806","155,443","141,061","136,802","125,565","135,581","153,382","158,307","154,837","3,470","1,720",Metals,
University Park Energy,1006403,2635 DRALLE ROAD,41.4405,-87.7528,UNIVERSITY PARK,Will,IL,60466,"LS Power Development, LLC (100%)","C,D","42,294","73,903","53,759","38,338","68,298","126,905","130,989","122,278","126,270","233,970","134,508","45,316","46,087",771,"3,793",Power Plants,
University of Alaska Fairbanks,1005509,802 Alumni Drive,64.853615,-147.820282,Fairbanks,FAIRBANKS NORTH STAR BOROUGH,AK,99775,STATE OF ALASKA (100%),C,"134,639","124,488","129,671","123,310","123,165","124,753","128,296","127,848","120,823","222,288","99,077","63,366","116,616","53,250","18,023",Other,
University of Arizona,1006446,,32.2317,-110.9519,TUCSON,PIMA COUNTY,AZ,85721,ARIZONA BOARD OF REGENTS (100%),C,"80,582","82,889","86,334","77,252","81,033","83,472","81,039","82,616","84,937","81,236","81,079","90,395","79,182","11,213","1,399",Other,
University of Arkansas,1004124,845 West Dickson Street,36.06665,-94.17232,Fayetteville,WASHINGTON COUNTY,AR,72701,UNIVERSITY OF ARKANSAS SYSTEM (100%),C,"22,688","21,762","26,117","24,912","23,656","35,919","34,032","35,595","37,399","37,169","43,448","41,359","38,155","3,204","15,466",Other,
University of California Santa Cruz,1012289,1156 High street,36.97711,-122.05245,SANTA CRUZ,SANTA CRUZ COUNTY,CA,95064,STATE OF CALIFORNIA (100%),C,0,0,0,0,0,"27,556","24,257","24,609","29,191","25,779","28,852","26,437","28,757","2,320",0,Other,
"University of California, Los Angeles",1005501,405 Hilgard Ave.,34.074052,-118.437913,LOS ANGELES,LOS ANGELES COUNTY,CA,90095,UC REGENTS (100%),C,"205,256","217,680","205,087","220,774","219,616","221,994","224,529","224,013","225,529","211,121","211,595","212,276","204,921","7,355",336,Other,
"University of California, San Francisco - Parnassus Campus",1000557,25 Medical Center Way,37.762505,-122.456385,San Francisco,SAN FRANCISCO COUNTY,CA,94143,STATE OF CALIFORNIA (100%),C,"68,792","65,200","58,124","55,579","54,870","56,322","55,128","55,056","54,590","52,807","53,984","52,966","52,297",669,"16,496",Other,
University of Colorado Boulder - Utility Services,1002459,,40.0076,-105.2693,Boulder,BOULDER COUNTY,CO,80309,UNIVERSITY OF COLORADO AT BOULDER (100%),C,"40,588","38,947","44,318","37,411","31,527","30,058","27,416","33,446","41,119","55,263","81,000","54,290","54,989",699,"14,401",Power Plants,
University of Florida Cogeneration Plant,1000402,BUILDING 82 MOWRY ROAD,29.6397,-82.3486,GAINESVILLE,Alachua,FL,32611,DUKE ENERGY CORP (100%),"C,D","164,236","196,934","200,511","206,804","203,521","192,528","193,162","188,749","175,869","168,745","186,119","198,576","203,558","4,982","39,323",Power Plants,
University of Kansas,1005561,2330 Crowell Drive,38.957044,-95.253123,Lawrence,DOUGLAS COUNTY,KS,66047,STATE OF KANSAS (100%),C,"31,105","26,772","31,727","31,313","27,725","26,336","25,716","31,815","34,256","31,012","31,097","32,431",26,"32,406","31,080",Other,
University of Maine,1002017,5765 Service Building,44.89893,-68.673477,Orono,PENOBSCOT COUNTY,ME,4469,UNIVERSITY OF MAINE SYSTEM (100%),C,"29,357","31,671","32,888","31,827","30,919","30,688","30,209","31,394","34,081","30,157","30,595","30,598","27,605","2,993","1,752",Other,
University of Maryland,1002270,"Seneca Building, Suite #0103, 4716 Pontiac Street",38.981028,-76.944136,College Park,PRINCE GEORGE'S COUNTY,MD,20742,UNIVERSITY OF MARYLAND (100%),C,"123,292","124,163","130,693","131,344","116,701","130,825","101,681","103,964","99,201","104,577","119,179","136,575","97,315","39,259","25,977",Other,
University of Michigan,1000408,1239 Kipke Drive,42.2808,-83.7342,ANN ARBOR,Washtenaw,MI,48109,THE REGENTS OF THE UNIVERSITY OF MICHIGAN (100%),C,"280,692","273,711","288,526","300,313","282,585","267,110","262,462","273,224","255,316","245,596","251,535","288,662","272,741","15,921","7,951",Other,
University of Mississippi,1014571,158 Hickory Lane,34.35932109,-89.53345329,University,,MS,38677,UNIVERSITY OF MISSISSIPPI (100%),C,0,0,0,0,0,0,0,0,0,0,0,"26,932","23,302","3,631",0,Other,
University of Mississippi Medical Center,1010963,2500 North State Street,32.327156,-90.173317,Jackson,HINDS COUNTY,MS,39216,UNIVERSITY OF MISSISSIPPI (100%),C,0,0,"25,356","26,340","25,720","23,223","25,587","26,983","27,090","28,061","29,879","28,819","30,420","1,601",0,Other,
University of Nebraska Lincoln (City Campus),1004580,905 N 14th,40.822719,-96.70128,Lincoln,LANCASTER COUNTY,NE,68588,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA (100%),C,"29,174","25,798","29,615","29,526","25,991","21,469","26,909","28,347","27,997","25,998","23,931","27,031","25,371","1,660","3,803",Other,
University of New Hampshire,1012083,22 Colovos Road,43.136199,-70.937909,Durham,STRAFFORD COUNTY,NH,3824,UNIVERSITY SYSTEM OF NEW HAMPSHIRE (100%),C,0,0,0,"25,969","26,044","27,338","19,215","19,572","18,270","14,952","15,960","15,107","20,385","5,278",0,Other,
University of North Texas,1005578,2210 N. Interstate 35E,33.208088,-97.159647,Denton,DENTON,TX,76203,Univerity of North Texas System (100%);,,0,"14,951",0,0,0,0,0,0,0,0,0,0,0,0,0,Other,
University of Pittsburgh - of the Commonwealth System of Higher Education,1003771,3412 Forbes Avenue,40.43875,-79.96085,Pittsburgh,ALLEGHENY COUNTY,PA,15260,UNIVERSITY OF PITTSBURGH (100%),C,"4,688","4,631","60,819","79,072","83,466","67,411","65,537","62,925","70,488","74,398","69,668","75,128","75,463",336,"70,775",Other,
University of Pittsburgh Applied Research Center/UPARC,1003758,3170 William Pitt Way,40.542087,-79.835308,Pittsburgh,ALLEGHENY,PA,15238,UNIVERSITY OF PITTSBURGH (100%);,,"9,659","10,092",0,0,0,0,0,0,0,0,0,0,0,0,0,Other,
University of Pittsburgh/Carrillo Street Steam Plant,1002368,2740 Carrillo Street,40.443988,-79.966762,Pittsburgh,ALLEGHENY,PA,15260,UNIVERSITY OF PITTSBURGH (100%);,,"46,498","50,053",0,0,0,0,0,0,0,0,0,0,0,0,0,Other,
University of Rochester,1002163,390 Elmwood Avenue,43.123065,-77.629544,Rochester,MONROE COUNTY,NY,14627,UNIVERSITY OF ROCHESTER (100%),C,"108,949","126,514","138,989","126,966","136,553","136,548","134,712","130,787","128,120","124,195","113,286","128,439","121,810","6,629","12,861",Other,
University of South Carolina,1007355,306 Benson School,33.996305,-81.027157,Columbia,RICHLAND COUNTY,SC,29208,UNIVERSITY OF SOUTH CAROLINA (100%),C,"27,651","30,075","32,889","38,561","32,734","33,639","32,841","34,174","32,615","34,025","35,942","34,998","37,991","2,993","10,340",Power Plants,
University of Texas Medical Branch at Galveston,1009993,301 University Blvd,29.31142,-94.77479,Galveston,GALVESTON COUNTY,TX,77555,UNIVERSITY OF TEXAS SYSTEM (100%),C,0,"31,807","30,506","30,846","32,024","33,376","43,406","54,033","64,549","56,693","62,496","62,298","63,507","1,209",0,Other,
University of Vermont and State Agricultural College,1002803,284 East Avenue,44.47432,-73.19061,Burlington,CHITTENDEN COUNTY,VT,5405,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE (100%),C,"27,105","22,832","28,592","29,387","28,826","27,395","27,053","28,390","29,238","24,609","28,579","29,770","26,908","2,862",197,Other,
University of Washington Seattle Campus,1002682,,47.6562,-122.3041,Seattle,KING COUNTY,WA,98195,THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS (100%),C,"86,846","83,585","90,339","82,134","82,430","87,171","94,113","92,022","92,272","86,980","89,624","91,798","80,936","10,862","5,911",Other,
UpCurve 430 Permian Basin,1013897,"9811 Katy Fwy, Suite 975",29.78361068,-95.53641889,Houston,,TX,77024,UPCURVE ENERGY LLC (100%),W,0,0,0,0,0,0,0,0,"36,166","20,544","58,306","82,457","86,741","4,284",0,Petroleum and Natural Gas Systems,
Upper Hill,1010988,Opossum Run Rd and Town Hwy 120,39.807295,-81.467899,Sarahsville,NOBLE COUNTY,OH,43779,ENLINK MIDSTREAM LLC (100%),,0,0,0,"44,501","47,024",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Upper Southwest Regional Soild Waste Management District,1005440,319 Landfill Road,34.074833,-93.840306,Nashville,HOWARD COUNTY,AR,71852,UPPER SOUTHWEST REGIONAL SOLID WASTE MANAGEMENT DISTRICT (100%),HH,"59,662","60,450","61,550","62,643","63,826","65,202","67,014","68,627","70,811","73,404","75,660","79,433","82,702","3,269","23,040",Waste,
Urban 200 Black Warrior Basin GB,1013245,"1000 E. 14th Street, Suite 300",33.0184,-96.70028,Plano,COLLIN COUNTY,TX,75074,URBAN OIL & GAS GROUP LLC (100%),W,0,0,0,0,0,0,"49,001","59,215","74,753","81,378","77,232","53,015","44,309","8,706",0,Petroleum and Natural Gas Systems,
"Urban 220 Gulf Coast Basin (LA, TX)",1011652,"1000 E 14th Street, Suite 300",33.0184,-96.70028,Plano,,TX,75074,URBAN OIL & GAS GROUP LLC (100%),W,0,0,0,"120,775","57,103","16,117","23,542","25,744","23,972","18,563","23,622","22,792","15,986","6,806",0,Petroleum and Natural Gas Systems,
"Urban 220 Gulf Coast Basin (LA, TX) GB",1012822,"1000 E. 14th Street, Suite 300",33.0184,-96.70028,Plano,COLLIN COUNTY,TX,75074,URBAN OIL & GAS GROUP LLC (100%),W,0,0,0,0,0,"68,928","70,502","71,433","65,742","97,254","71,339","53,351","53,657",307,0,Petroleum and Natural Gas Systems,
Urban 535 Green River Basin,1011654,"1000 E 14th Street, Suite 300",33.0243206,-96.6745042,Plano,,TX,75074,URBAN OIL & GAS GROUP LLC (100%),W,0,0,0,0,0,"22,699","15,896","14,203","10,167","11,428",0,"84,719","38,090","46,630",0,Petroleum and Natural Gas Systems,
Urban 575 Uinta Basin GB,1014208,1000 East 14th Street,33.018193,-96.700216,Plano,COLLIN COUNTY,TX,75074,URBAN OIL & GAS GROUP LLC (100%),W,0,0,0,0,0,0,0,0,"121,688","103,647","108,355","95,245","100,529","5,285",0,Petroleum and Natural Gas Systems,
"Urban Oil & Gas Group, LLC- Arkla Basin (230)",1013346,"1000 E. 14th Street, 3rd Floor",32.63401,-93.1733,Plano,,TX,75074,URBAN OIL & GAS GROUP LLC (100%),W,0,0,0,0,0,0,0,"48,068","46,760","54,677","54,562","54,723","54,858",135,0,Petroleum and Natural Gas Systems,
Urquhart,1000910,100 KEITH MULLIS DRIVE,33.435,-81.9111,BEECH ISLAND,Aiken,SC,29842,DOMINION ENERGY INC (100%),"C,D","1,151,854","1,303,452","566,558","828,439","848,277","938,820","982,856","913,335","750,496","817,324","954,444","868,259","871,163","2,904","280,691",Power Plants,
Ursa Resources Group II - 595 - Piceance Basin,1010181,792 Buckhorn Drive,39.75231,-104.99906,Rifle,DENVER COUNTY,CO,81650,URSA RESOURCES GROUP (100%),,"130,012","64,399","116,256","127,827","147,698","158,638","156,902","122,176","127,802","121,939",0,0,0,0,0,Petroleum and Natural Gas Systems,
Utah State University,1005599,1445 OLD MAIN HILL,41.657733,-111.843444,LOGAN,CACHE COUNTY,UT,84322,UTAH STATE UNIVERSITY (100%),C,"43,480","39,299","20,207","40,802","40,439","45,498","39,280","40,591","41,964",77,84,180,400,220,"43,080","Power Plants, Other",
Utelite Corp.,1010699,6375 W. Three Mile Canyon Road,40.71635,-111.44104,Coalville,SUMMIT COUNTY,UT,84017,LAFARGEHOLCIM LTD (100%),C,0,"39,139","27,331","32,599",0,0,0,0,0,0,0,0,0,0,0,Minerals,
Utica Condensate Stabilization Facility,1011967,,40.290792,-80.987631,Cadiz,HARRISON COUNTY,OH,43907,MPLX LP (100%),"C,NN,W",0,0,0,0,"12,256","13,681","13,610","6,279","3,040","5,507","5,911","8,827","1,011","7,816",0,Petroleum and Natural Gas Systems,
V H Braunig,1001104,15290 STREICH RD,29.2575,-98.3828,ELMENDORF,Bexar,TX,78112,CPS ENERGY (100%),"C,D","1,296,203","1,200,693","970,456","1,032,403","1,265,979","1,446,877","1,218,105","1,570,241","1,934,517","1,734,441","1,610,925","2,036,704","2,077,177","40,473","780,975",Power Plants,
VAL VERDE TREATER,1004502,119 COUNTY ROAD 4900,36.727528,-107.95564,BLOOMFIELD,SAN JUAN COUNTY,NM,87413,VAL VERDE GAS GATHERING CO LP (100%),"C,W","1,656,408","1,626,172","1,449,151","1,527,537","827,429","762,926","857,232","833,877","722,284","527,565","272,857","195,926","150,656","45,270","1,505,752",Petroleum and Natural Gas Systems,
VALERO ALBERT CITY PLANT,1002505,2356 510TH ST,42.775376,-94.942166,ALBERT CITY,BUENA VISTA COUNTY,IA,50510,VALERO ENERGY CORP (100%),C,"175,099","163,147","175,373","168,845","180,558","182,774","188,147","176,420","161,832","138,169","157,154","151,318","189,653","38,335","14,554",Other,
VALERO CORPUS CHRISTI REFINERY,1008110,5900 UP RIVER ROAD,27.81775,-97.482552,CORPUS CHRISTI,NUECES COUNTY,TX,78407,VALERO ENERGY CORP (100%),"C,MM,P,Y","3,055,859","3,059,232","2,720,433","3,003,276","3,066,644","2,969,514","3,029,975","3,003,378","3,180,094","2,899,550","2,976,483","2,822,601","2,752,818","69,783","303,041","Chemicals, Refineries",
VALERO CORPUS CHRISTI REFINERY EAST PLANT,1006959,1300 CANTWELL LANE,27.810775,-97.436658,CORPUS CHRISTI,NUECES COUNTY,TX,78407,VALERO ENERGY CORP (100%),"C,MM,P,Y","1,272,682","1,276,603","1,312,435","1,238,027","1,200,692","1,242,466","1,214,457","1,210,492","1,008,002","933,258","1,009,684","1,016,563","1,066,776","50,213","205,906","Chemicals, Refineries",
VALERO REFINING CO - CALI FORNIA BENICIA REFINERY,1008504,3400 E SECOND ST,38.07167,-122.13975,BENICIA,SOLANO COUNTY,CA,94510,VALERO ENERGY CORP (100%),"C,MM,P,PP,Y","2,589,530","3,044,757","2,877,607","2,750,897","2,996,127","2,854,874","2,412,040","2,900,885","2,598,345","2,821,154","2,757,316","2,905,970","2,996,794","90,824","407,264","Chemicals, Refineries",
VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,1007786,One Valero Way,34.20569,-97.10417,ARDMORE,CARTER COUNTY,OK,73401,VALERO ENERGY CORP (100%),"C,MM,P,Y","821,489","952,387","975,271","924,341","986,832","813,394","1,008,432","833,258","1,027,662","926,187","867,606","975,372","879,101","96,271","57,612","Chemicals, Refineries",
"VALERO REFINING CO. (PREV. PREMCOR REFINING, PREV. WILLIAMS REFINING LLC)",1008271,543 WEST MALLORY AVENUE,35.085843,-90.083385,MEMPHIS,SHELBY COUNTY,TN,38109,VALERO ENERGY CORP (100%),"C,MM,P,Y","1,025,977","1,347,596","1,364,327","1,077,918","1,139,159","1,264,547","1,324,763","1,418,899","1,164,489","1,186,800","1,241,516","1,302,339","1,201,210","101,128","175,233","Refineries, Chemicals",
VALERO REFINING HOUSTON REFINERY,1006062,9701 MANCHESTER,29.722274,-95.254401,HOUSTON,HARRIS COUNTY,TX,77012,VALERO ENERGY CORP (100%),"C,MM,Y","1,323,431","1,145,066","1,199,691","1,192,173","1,204,275","1,320,105","1,328,824","1,417,490","1,527,349","1,452,357","1,493,012","1,524,955","1,266,021","258,934","57,410",Refineries,
VALERO REFINING TEXAS CITY REFINERY,1008938,1301 LOOP 197 S,29.369167,-94.911111,TEXAS CITY,GALVESTON COUNTY,TX,77590,VALERO ENERGY CORP (100%),"C,MM,Y","2,314,603","2,055,890","1,794,781","2,148,415","2,268,701","2,302,764","2,400,526","2,203,576","2,180,861","2,067,057","2,157,184","2,121,484","2,159,863","38,379","154,741",Refineries,
VALERO RENEWABLE FUELS LLC,1003779,1 VALERO PLACE,44.292337,-96.692437,AURORA,BROOKINGS COUNTY,SD,57002,VALERO ENERGY CORP (100%),C,"202,414","206,000","203,808","187,231","195,704","201,599","203,041","191,822","195,344","187,375","191,940","192,931","201,939","9,008",474,"Other, Waste",
VALERO WELCOME PLANT,1006946,1444 120TH ST,43.663889,-94.582222,WELCOME,MARTIN COUNTY,MN,56181,VALERO ENERGY CORP (100%),C,"187,403","173,964","175,519","158,911","178,553","177,204","184,295","180,730","175,901","177,737","180,071","171,492","188,618","17,126","1,216",Other,
VALLEY TRAIL RECYCLING & DISPOSAL FACILITY,1007704,N9101 Willard Road,43.958,-88.909,BERLIN,GREEN LAKE COUNTY,WI,54923,WASTE MANAGEMENT INC (100%),"C,HH","55,167","68,468","79,421","46,289","49,176","32,963","22,449","22,537","25,909","25,016","23,117","22,863","17,736","5,127","37,431",Waste,
VALLEY VIEW LANDFILL,1006182,9120 SULPHUR ROAD,38.5035,-85.2905,SULPHUR,TRIMBLE COUNTY,KY,40070,REPUBLIC SERVICES INC (100%),"C,HH","69,968","58,625","43,425","42,243","32,500","28,340","30,440","30,638","30,359","40,505","30,056","33,093","34,239","1,145","35,730",Waste,
VANDERBILT UNIVERSITY,1004102,"110 21st Avenue South, Room 1110",36.14264,-86.800107,NASHVILLE,DAVIDSON COUNTY,TN,37203,THE VANDERBILT UNIVERSITY (100%),C,"151,103","147,560","155,064","139,060","116,401","131,348","125,235","137,802","128,952","133,651","125,819","130,124","117,988","12,136","33,115",Other,
VANDERGRIFT FACILITY,1005005,130 LINCOLN AVENUE,40.6,-79.567778,VANDERGRIFT,WESTMORELAND COUNTY,PA,15690,ALLEGHENY TECHNOLOGIES INC (100%),C,"34,407","39,310","44,045","45,101","37,588","45,648","47,664","47,318","46,624","40,649","31,808","43,347","36,310","7,037","1,903",Metals,
VANTAGE OLEOCHEMICALS,1001336,4650 S. RACINE AVE.,41.810961,-87.657293,CHICAGO,COOK COUNTY,IL,60609,VANTAGE SPECIALTY CHEMICALS INC (100%),,"42,271","42,665","44,221","46,436","42,934","39,841","44,177","46,063","46,781","43,487","47,856","46,387",0,0,0,Chemicals,
VASCO ROAD LANDFILL,1007040,4001 N VASCO RD,37.7531,-121.7229,LIVERMORE,ALAMEDA COUNTY,CA,94550,REPUBLIC SERVICES INC (100%),HH,"61,050","57,355","37,890","38,826","35,939","31,640","35,009","31,851","33,057","31,559","30,596","27,338","37,396","10,058","23,654",Waste,
VCU EAST PLANT,1004990,1040 OLIVER HILL WAY,37.54267,-77.42428,RICHMOND,RICHMOND CITY,VA,23298,VIRGINIA COMMONWEALTH UNIVERSITY (100%),C,"32,503","31,678","33,564","34,894","33,461","33,738","33,743","32,664","30,597","30,678","33,767","37,306","37,808",502,"5,305",Other,
VECTOR PIPELINE LP Athens,1004814,4981 Two Mile Road,42.14355,-85.25584,Athens,CALHOUN COUNTY,MI,49011,VECTOR PIPELINE LP (100%),,"49,252","44,894","40,213","39,669","39,738","18,244","33,967","6,595","3,807","1,223","3,566",0,0,0,0,Petroleum and Natural Gas Systems,
